,accTrain,accTest,time
0,0.009370015948963317,0.01036682615629984,30.31076693534851
1,0.013157894736842105,0.007974481658692184,57.2684850692749
2,0.0215311004784689,0.012759170653907496,84.25220847129822
3,0.021929824561403508,0.017543859649122806,111.29343938827515
4,0.02930622009569378,0.02073365231259968,138.36867904663086
5,0.037679425837320576,0.029505582137161084,165.45341753959656
6,0.046850079744816586,0.037480063795853266,192.61917161941528
7,0.054625199362041466,0.045454545454545456,219.76442217826843
8,0.05482456140350877,0.04226475279106858,246.8651647567749
9,0.08472886762360446,0.07177033492822966,274.26295948028564
10,0.0950956937799043,0.06698564593301436,301.2896897792816
11,0.09190590111642744,0.06778309409888357,328.3414237499237
12,0.12360446570972887,0.08851674641148326,355.3796548843384
13,0.12719298245614036,0.08532695374800638,382.45289301872253
14,0.1592902711323764,0.11244019138755981,409.7331681251526
15,0.1636762360446571,0.11483253588516747,437.0009391307831
16,0.1810207336523126,0.12998405103668262,464.05917501449585
17,0.21610845295055822,0.1371610845295056,491.11590933799744
18,0.23464912280701755,0.15789473684210525,518.2836639881134
19,0.24700956937799043,0.15390749601275916,545.3704044818878
20,0.26834130781499205,0.15390749601275916,573.0902557373047
21,0.3068181818181818,0.17464114832535885,600.4150369167328
22,0.35027910685805425,0.19059011164274323,627.4062621593475
23,0.38118022328548645,0.21371610845295055,654.3964841365814
24,0.39413875598086123,0.22807017543859648,681.3857073783875
25,0.4407894736842105,0.21770334928229665,708.4709475040436
26,0.4449760765550239,0.23444976076555024,735.4846751689911
27,0.45913078149920256,0.22727272727272727,762.5699150562286
28,0.5131578947368421,0.24960127591706538,789.9652097225189
29,0.5061802232854864,0.24082934609250398,817.8575904369354
30,0.5566188197767146,0.2551834130781499,845.0863552093506
31,0.5897129186602871,0.26156299840510366,872.1695952415466
32,0.6349681020733652,0.2759170653907496,899.2373335361481
33,0.6212121212121212,0.2679425837320574,926.3095698356628
34,0.6810207336523126,0.2631578947368421,953.3142955303192
35,0.708732057416268,0.2822966507177033,980.3760321140289
36,0.6804226475279107,0.25598086124401914,1007.400260925293
37,0.7097288676236044,0.24401913875598086,1034.4374928474426
38,0.7462121212121212,0.26395534290271133,1061.4587213993073
39,0.7452153110047847,0.2551834130781499,1088.5424609184265
40,0.7691387559808612,0.2759170653907496,1115.577692270279
41,0.8106060606060606,0.2743221690590112,1142.5504126548767
42,0.7809011164274322,0.2679425837320574,1169.605147600174
43,0.8229665071770335,0.2759170653907496,1196.6528806686401
44,0.8104066985645934,0.2567783094098884,1223.6481049060822
45,0.8235645933014354,0.2894736842105263,1250.6893377304077
46,0.8532695374800638,0.2799043062200957,1277.6660583019257
47,0.8389154704944178,0.2838915470494418,1304.661282300949
48,0.8293460925039873,0.2822966507177033,1331.625001192093
49,0.8899521531100478,0.2886762360446571,1358.7517485618591
50,0.8680223285486444,0.25757575757575757,1385.7314701080322
51,0.8582535885167464,0.2759170653907496,1412.8022074699402
52,0.8688197767145136,0.2703349282296651,1440.215005159378
53,0.8771929824561403,0.2679425837320574,1467.312747001648
54,0.8668261562998405,0.2767145135566188,1494.404988527298
55,0.9104864433811802,0.2886762360446571,1521.4927289485931
56,0.884170653907496,0.2631578947368421,1548.624478340149
57,0.9138755980861244,0.28149920255183414,1575.8372390270233
58,0.9134768740031898,0.26953748006379585,1603.013995885849
59,0.9146730462519936,0.28708133971291866,1630.234759092331
